week,match_id,team_code,Jersey Number,player_id,Team Formation,Team Player Formation,min,sec,minsec,team setp up,player on,formation change,second yellow,red card
7,1oi3hkt91umhnxou8rk970ums,ARS,1.0,4iijb6llnz28unsz4rirr3umt,7,1.0,22,49,22.8,0,0,1,0,0
8,1taq9euew4fs51eqk666nc2dw,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,102,4,102.1,1,0,0,0,0
8,1taq9euew4fs51eqk666nc2dw,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,3,16,3.3,0,0,1,0,0
9,1wlvabjugecgxexpyqugbo7bo,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,67,39,67.6,1,0,0,0,0
9,1wlvabjugecgxexpyqugbo7bo,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,21,28,21.5,0,0,1,0,0
9,1wlvabjugecgxexpyqugbo7bo,ARS,1.0,4iijb6llnz28unsz4rirr3umt,11,1.0,10,20,10.3,0,0,1,0,0
10,20lqgnidk2bwum92qqbsimxp0,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,47,1,47.0,1,0,0,0,0
10,20lqgnidk2bwum92qqbsimxp0,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,26,50,26.8,0,0,1,0,0
10,20lqgnidk2bwum92qqbsimxp0,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,18,37,18.6,0,0,1,0,0
10,20lqgnidk2bwum92qqbsimxp0,ARS,1.0,4iijb6llnz28unsz4rirr3umt,13,1.0,5,58,6.0,0,0,1,0,0
11,26zfrrhdp3qw2inh0oyvmdzbo,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,96,45,96.8,1,0,0,0,0
11,26zfrrhdp3qw2inh0oyvmdzbo,ARS,1.0,4iijb6llnz28unsz4rirr3umt,11,1.0,10,57,10.9,0,0,1,0,0
12,28m9dl3dg3b2kv50yxgrt2sk4,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,97,10,97.2,1,0,0,0,0
13,2cz22hrl9l7pesg0j8977wrh0,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,62,13,62.2,1,0,0,0,0
13,2cz22hrl9l7pesg0j8977wrh0,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,14,45,14.8,0,0,1,0,0
13,2cz22hrl9l7pesg0j8977wrh0,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,22,25,22.4,0,0,1,0,0
14,2gktdb7h1jkkld873ss0s0kyc,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,85,47,85.8,1,0,0,0,0
14,2gktdb7h1jkkld873ss0s0kyc,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,13,17,13.3,0,0,1,0,0
15,2knvskhww99qrbj71gbu13578,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,96,45,96.8,1,0,0,0,0
16,2o9v97aqrj9rmg20rell04xec,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,30,3,30.0,1,0,0,0,0
16,2o9v97aqrj9rmg20rell04xec,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,31,4,31.1,0,0,1,0,0
16,2o9v97aqrj9rmg20rell04xec,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,41,14,41.2,0,0,1,0,0
17,2tm0x6wlasz3xmigxsq5f6c5w,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,94,16,94.3,1,0,0,0,0
17,2tm0x6wlasz3xmigxsq5f6c5w,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,8,39,8.7,0,0,1,0,0
18,2wehv0cptselv086q8jud4hec,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,72,53,72.9,1,0,0,0,0
18,2wehv0cptselv086q8jud4hec,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,24,42,24.7,0,0,1,0,0
19,30fwl59qqa9t2ospcpwuytdzo,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,79,52,79.9,1,0,0,0,0
19,30fwl59qqa9t2ospcpwuytdzo,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,21,28,21.5,0,0,1,0,0
20,34oxxtv9gbzl6xcda8ldgnz84,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,82,8,82.1,1,0,0,0,0
20,34oxxtv9gbzl6xcda8ldgnz84,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,16,17,16.3,0,0,1,0,0
21,396bo5t5fzkfqcmcj0rlhtez8,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,80,4,80.1,1,0,0,0,0
21,396bo5t5fzkfqcmcj0rlhtez8,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,18,53,18.9,0,0,1,0,0
22,3f8kheyscdow1tquwqldlvi1g,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,59,52,59.9,1,0,0,0,0
22,3f8kheyscdow1tquwqldlvi1g,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,21,49,21.8,0,0,1,0,0
22,3f8kheyscdow1tquwqldlvi1g,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,17,1,17.0,0,0,1,0,0
23,3h7uw06wrdggi4gvmvcm40xlg,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,59,29,59.5,1,0,0,0,0
23,3h7uw06wrdggi4gvmvcm40xlg,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,17,32,17.5,0,0,1,0,0
23,3h7uw06wrdggi4gvmvcm40xlg,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,22,58,23.0,0,0,1,0,0
24,3m29fhxvog8hxn10pfyhgs0lw,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,65,39,65.6,1,0,0,0,0
24,3m29fhxvog8hxn10pfyhgs0lw,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,30,35,30.6,0,0,1,0,0
25,3paqoync1x6ffgogsb85v15p0,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,92,46,92.8,1,0,0,0,0
25,3paqoync1x6ffgogsb85v15p0,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,8,10,8.2,0,0,1,0,0
26,3ta3lmi2yhygyqebvoqytbf2s,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,46,6,46.1,1,0,0,0,0
26,3ta3lmi2yhygyqebvoqytbf2s,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,51,20,51.3,0,0,1,0,0
27,405a2do557or1ct3j3l0vo6j8,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,84,22,84.4,1,0,0,0,0
27,405a2do557or1ct3j3l0vo6j8,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,21,35,21.6,0,0,1,0,0
28,41cldzbwls4xo9gxeu50cu2vo,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,79,55,79.9,1,0,0,0,0
28,41cldzbwls4xo9gxeu50cu2vo,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,21,5,21.1,0,0,1,0,0
29,45skrbpsdh3x4g4jsq6rb56ac,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,66,54,66.9,1,0,0,0,0
29,45skrbpsdh3x4g4jsq6rb56ac,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,34,0,34.0,0,0,1,0,0
30,48z7dzv6kdvzis2mn5v5th250,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,78,34,78.6,1,0,0,0,0
30,48z7dzv6kdvzis2mn5v5th250,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,24,57,25.0,0,0,1,0,0
31,4go4bjgjd216pca6xkuxtolxw,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,69,37,69.6,1,0,0,0,0
31,4go4bjgjd216pca6xkuxtolxw,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,8,7,8.1,0,0,1,0,0
31,4go4bjgjd216pca6xkuxtolxw,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,26,0,26.0,0,0,1,0,0
32,4h2ew9waug2vsce1xchjf9zbo,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,77,30,77.5,1,0,0,0,0
32,4h2ew9waug2vsce1xchjf9zbo,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,20,16,20.3,0,0,1,0,0
33,4nwnb9i8nivpfmdru07fywsgk,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,84,53,84.9,1,0,0,0,0
33,4nwnb9i8nivpfmdru07fywsgk,ARS,1.0,4iijb6llnz28unsz4rirr3umt,2,1.0,13,39,13.7,0,0,1,0,0
34,4pwek6ufip2m51lyelp0r5las,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,83,19,83.3,1,0,0,0,0
34,4pwek6ufip2m51lyelp0r5las,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,17,35,17.6,0,0,1,0,0
35,4u45d36alhjxa1qxmvmzja80k,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,49,40,49.7,1,0,0,0,0
35,4u45d36alhjxa1qxmvmzja80k,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,18,52,18.9,0,0,1,0,0
35,4u45d36alhjxa1qxmvmzja80k,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,30,11,30.2,0,0,1,0,0
36,51i8bgm45ruiglvkbgnyb6ihg,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,27,23,27.4,1,0,0,0,0
36,51i8bgm45ruiglvkbgnyb6ihg,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,20,46,20.8,0,0,1,0,0
36,51i8bgm45ruiglvkbgnyb6ihg,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,21,55,21.9,0,0,1,0,0
36,51i8bgm45ruiglvkbgnyb6ihg,ARS,1.0,4iijb6llnz28unsz4rirr3umt,7,1.0,34,36,34.6,0,0,1,0,0
37,52bponwfjilfsdlm8gj7f6k2c,ARS,1.0,4iijb6llnz28unsz4rirr3umt,4,1.0,74,27,74.4,1,0,0,0,0
37,52bponwfjilfsdlm8gj7f6k2c,ARS,1.0,4iijb6llnz28unsz4rirr3umt,8,1.0,20,25,20.4,0,0,1,0,0
37,52bponwfjilfsdlm8gj7f6k2c,ARS,1.0,4iijb6llnz28unsz4rirr3umt,5,1.0,6,42,6.7,0,0,1,0,0
1,13h7obu9sa1vfh3a0esob4jdg,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,97,10,97.2,1,0,0,0,0
2,14qo3uypv7lmce0ewcvxe89w4,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,37,54,37.9,1,0,0,0,0
2,14qo3uypv7lmce0ewcvxe89w4,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,18,21,18.4,0,0,1,0,0
2,14qo3uypv7lmce0ewcvxe89w4,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,43,18,43.3,0,0,1,0,0
3,19ty1jsiu05lygxc15uw4exp0,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,4,58,5.0,1,0,0,0,0
5,1gil6wudqtyaauvngcgucwbh0,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,50,49,50.8,1,0,0,0,0
5,1gil6wudqtyaauvngcgucwbh0,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,34,60,35.0,0,0,1,0,0
5,1gil6wudqtyaauvngcgucwbh0,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,2.0,3,41,3.7,0,0,1,0,0
5,1gil6wudqtyaauvngcgucwbh0,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,2.0,5,27,5.5,0,0,1,0,0
5,1gil6wudqtyaauvngcgucwbh0,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,2.0,8,21,8.3,0,0,1,0,0
5,1gil6wudqtyaauvngcgucwbh0,ARS,2.0,65rqu55qbzswixgqw2efna06i,7,5.0,1,38,1.6,0,0,1,0,0
6,1mv5kukvh2gold9lzbfle86qc,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,24,28,24.5,0,1,0,0,0
6,1mv5kukvh2gold9lzbfle86qc,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,29,30,29.5,0,0,1,0,0
7,1oi3hkt91umhnxou8rk970ums,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,29,18,29.3,1,0,0,0,0
7,1oi3hkt91umhnxou8rk970ums,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,50,7,50.1,0,0,1,0,0
7,1oi3hkt91umhnxou8rk970ums,ARS,2.0,65rqu55qbzswixgqw2efna06i,7,5.0,22,49,22.8,0,0,1,0,0
8,1taq9euew4fs51eqk666nc2dw,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,102,4,102.1,1,0,0,0,0
8,1taq9euew4fs51eqk666nc2dw,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,3,16,3.3,0,0,1,0,0
9,1wlvabjugecgxexpyqugbo7bo,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,47,1,47.0,1,0,0,0,0
10,20lqgnidk2bwum92qqbsimxp0,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,47,1,47.0,1,0,0,0,0
10,20lqgnidk2bwum92qqbsimxp0,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,26,50,26.8,0,0,1,0,0
10,20lqgnidk2bwum92qqbsimxp0,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,18,37,18.6,0,0,1,0,0
10,20lqgnidk2bwum92qqbsimxp0,ARS,2.0,65rqu55qbzswixgqw2efna06i,13,5.0,5,58,6.0,0,0,1,0,0
11,26zfrrhdp3qw2inh0oyvmdzbo,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,96,45,96.8,1,0,0,0,0
11,26zfrrhdp3qw2inh0oyvmdzbo,ARS,2.0,65rqu55qbzswixgqw2efna06i,11,6.0,10,57,10.9,0,0,1,0,0
12,28m9dl3dg3b2kv50yxgrt2sk4,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,97,10,97.2,1,0,0,0,0
16,2o9v97aqrj9rmg20rell04xec,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,6.0,30,3,30.0,1,0,0,0,0
16,2o9v97aqrj9rmg20rell04xec,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,31,4,31.1,0,0,1,0,0
16,2o9v97aqrj9rmg20rell04xec,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,41,14,41.2,0,0,1,0,0
17,2tm0x6wlasz3xmigxsq5f6c5w,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,94,16,94.3,1,0,0,0,0
17,2tm0x6wlasz3xmigxsq5f6c5w,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,8,39,8.7,0,0,1,0,0
18,2wehv0cptselv086q8jud4hec,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,72,53,72.9,1,0,0,0,0
18,2wehv0cptselv086q8jud4hec,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,24,42,24.7,0,0,1,0,0
19,30fwl59qqa9t2ospcpwuytdzo,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,79,52,79.9,1,0,0,0,0
19,30fwl59qqa9t2ospcpwuytdzo,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,21,28,21.5,0,0,1,0,0
20,34oxxtv9gbzl6xcda8ldgnz84,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,82,8,82.1,1,0,0,0,0
20,34oxxtv9gbzl6xcda8ldgnz84,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,16,17,16.3,0,0,1,0,0
21,396bo5t5fzkfqcmcj0rlhtez8,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,80,4,80.1,1,0,0,0,0
21,396bo5t5fzkfqcmcj0rlhtez8,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,18,53,18.9,0,0,1,0,0
22,3f8kheyscdow1tquwqldlvi1g,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,59,52,59.9,1,0,0,0,0
22,3f8kheyscdow1tquwqldlvi1g,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,21,49,21.8,0,0,1,0,0
22,3f8kheyscdow1tquwqldlvi1g,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,17,1,17.0,0,0,1,0,0
23,3h7uw06wrdggi4gvmvcm40xlg,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,59,29,59.5,1,0,0,0,0
23,3h7uw06wrdggi4gvmvcm40xlg,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,17,32,17.5,0,0,1,0,0
23,3h7uw06wrdggi4gvmvcm40xlg,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,22,58,23.0,0,0,1,0,0
24,3m29fhxvog8hxn10pfyhgs0lw,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,65,39,65.6,1,0,0,0,0
24,3m29fhxvog8hxn10pfyhgs0lw,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,30,35,30.6,0,0,1,0,0
25,3paqoync1x6ffgogsb85v15p0,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,92,46,92.8,1,0,0,0,0
25,3paqoync1x6ffgogsb85v15p0,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,8,10,8.2,0,0,1,0,0
27,405a2do557or1ct3j3l0vo6j8,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,84,22,84.4,1,0,0,0,0
27,405a2do557or1ct3j3l0vo6j8,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,21,35,21.6,0,0,1,0,0
28,41cldzbwls4xo9gxeu50cu2vo,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,79,55,79.9,1,0,0,0,0
28,41cldzbwls4xo9gxeu50cu2vo,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,21,5,21.1,0,0,1,0,0
30,48z7dzv6kdvzis2mn5v5th250,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,78,34,78.6,1,0,0,0,0
30,48z7dzv6kdvzis2mn5v5th250,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,24,57,25.0,0,0,1,0,0
31,4go4bjgjd216pca6xkuxtolxw,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,69,37,69.6,1,0,0,0,0
31,4go4bjgjd216pca6xkuxtolxw,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,8,7,8.1,0,0,1,0,0
31,4go4bjgjd216pca6xkuxtolxw,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,26,0,26.0,0,0,1,0,0
32,4h2ew9waug2vsce1xchjf9zbo,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,77,30,77.5,1,0,0,0,0
32,4h2ew9waug2vsce1xchjf9zbo,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,20,16,20.3,0,0,1,0,0
33,4nwnb9i8nivpfmdru07fywsgk,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,84,53,84.9,1,0,0,0,0
33,4nwnb9i8nivpfmdru07fywsgk,ARS,2.0,65rqu55qbzswixgqw2efna06i,2,5.0,13,39,13.7,0,0,1,0,0
34,4pwek6ufip2m51lyelp0r5las,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,83,19,83.3,1,0,0,0,0
34,4pwek6ufip2m51lyelp0r5las,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,17,35,17.6,0,0,1,0,0
35,4u45d36alhjxa1qxmvmzja80k,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,49,40,49.7,1,0,0,0,0
35,4u45d36alhjxa1qxmvmzja80k,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,18,52,18.9,0,0,1,0,0
35,4u45d36alhjxa1qxmvmzja80k,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,30,11,30.2,0,0,1,0,0
36,51i8bgm45ruiglvkbgnyb6ihg,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,27,23,27.4,1,0,0,0,0
36,51i8bgm45ruiglvkbgnyb6ihg,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,20,46,20.8,0,0,1,0,0
36,51i8bgm45ruiglvkbgnyb6ihg,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,21,55,21.9,0,0,1,0,0
36,51i8bgm45ruiglvkbgnyb6ihg,ARS,2.0,65rqu55qbzswixgqw2efna06i,7,5.0,34,36,34.6,0,0,1,0,0
37,52bponwfjilfsdlm8gj7f6k2c,ARS,2.0,65rqu55qbzswixgqw2efna06i,4,5.0,74,27,74.4,1,0,0,0,0
37,52bponwfjilfsdlm8gj7f6k2c,ARS,2.0,65rqu55qbzswixgqw2efna06i,8,5.0,20,25,20.4,0,0,1,0,0
37,52bponwfjilfsdlm8gj7f6k2c,ARS,2.0,65rqu55qbzswixgqw2efna06i,5,5.0,6,42,6.7,0,0,1,0,0
2,14qo3uypv7lmce0ewcvxe89w4,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,4,2.0,32,4,32.1,0,1,0,0,0
3,19ty1jsiu05lygxc15uw4exp0,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,4,5.0,94,14,94.2,0,1,0,0,0
4,1ck3f5txde110a1im9lxy0ys4,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,4,5.0,17,18,17.3,1,0,0,0,0
4,1ck3f5txde110a1im9lxy0ys4,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,4,5.0,57,41,57.7,0,0,1,0,0
4,1ck3f5txde110a1im9lxy0ys4,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,4,5.0,26,14,26.2,0,0,1,0,0
5,1gil6wudqtyaauvngcgucwbh0,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,8,5.0,0,3,0.1,0,1,0,0,0
5,1gil6wudqtyaauvngcgucwbh0,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,7,2.0,1,38,1.6,0,0,1,0,0
6,1mv5kukvh2gold9lzbfle86qc,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,8,5.0,52,10,52.2,1,0,0,0,0
9,1wlvabjugecgxexpyqugbo7bo,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,4,5.0,20,38,20.6,0,1,0,0,0
9,1wlvabjugecgxexpyqugbo7bo,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,4,5.0,21,28,21.5,0,0,1,0,0
9,1wlvabjugecgxexpyqugbo7bo,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,11,6.0,10,20,10.3,0,0,1,0,0
11,26zfrrhdp3qw2inh0oyvmdzbo,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,8,10.0,0,6,0.1,0,1,0,0,0
11,26zfrrhdp3qw2inh0oyvmdzbo,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,11,4.0,10,57,10.9,0,0,1,0,0
12,28m9dl3dg3b2kv50yxgrt2sk4,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,8,6.0,6,32,6.5,0,1,0,0,0
13,2cz22hrl9l7pesg0j8977wrh0,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,4,5.0,62,13,62.2,1,0,0,0,0
13,2cz22hrl9l7pesg0j8977wrh0,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,4,5.0,14,45,14.8,0,0,1,0,0
13,2cz22hrl9l7pesg0j8977wrh0,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,4,5.0,22,25,22.4,0,0,1,0,0
14,2gktdb7h1jkkld873ss0s0kyc,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,4,5.0,43,15,43.2,1,0,0,0,0
26,3ta3lmi2yhygyqebvoqytbf2s,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,8,5.0,46,6,46.1,1,0,0,0,0
26,3ta3lmi2yhygyqebvoqytbf2s,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,4,5.0,51,20,51.3,0,0,1,0,0
27,405a2do557or1ct3j3l0vo6j8,ARS,3.0,6o76owze8y78ue9sb49g8kyz8,8,2.0,19,42,19.7,0,1,0,0,0
